,typeId,typeName,id,code,name,zoneId,zone,address,largeCar,car,carDis,carWoman,carGreen,moto,motoDis,largeCar_total,car_total,carDis_total,carWoman_total,carGreen_total,moto_total,motoDis_total,chargeTime,chargeFee,update_time,lnglat
92,5,智慧停車,296,D00028,建平17街(路邊停車格),5,安平區,建平路口-慶平路口兩側 ,0,21,0,0,0,0,0,0,63,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:15,"22.997531,120.180323"
93,5,智慧停車,297,D00029,永華三街(路邊停車格),5,安平區,怡平路至建平11街 ,0,22,0,0,0,0,0,0,24,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:15,"22.993331,120.181738"
94,5,智慧停車,298,D00030,建平路-2(路邊停車格),5,安平區,永華路口-慶平路口 ,0,57,0,0,0,0,0,0,57,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:17,"22.991522,120.182923"
95,5,智慧停車,299,D00031,正南五街,7,永康區,正南五街(中正六街-新中街),0,2,0,0,0,0,0,0,16,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:17,"23.036196,120.237510"
96,5,智慧停車,300,D00032,府前路-8(路邊停車格),1,中西區,永華一街口-中華西路口兩側 ,0,16,0,0,0,0,0,0,18,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:00:00,"22.992300,120.188919"
97,5,智慧停車,301,D00033,青年路-4(路邊停車格),2,東區,前鋒路口-勝利路口兩側 ,0,4,0,0,0,0,0,0,6,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:03,"22.991440,120.213516"
98,5,智慧停車,302,D00034,小東路-6(路邊停車格),2,東區,中華東路口-台南憲兵隊大門口兩側 ,0,26,0,0,0,0,0,0,44,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:08,"22.998400,120.236587"
99,5,智慧停車,303,D00035,環河街(路邊停車格),1,中西區,府前路口-民生路口兩側 ,0,9,0,0,0,0,0,0,25,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:09,"22.992670,120.191890"
100,5,智慧停車,304,D00036,運河北岸C-68號(路邊停車格),1,中西區,環河街口-民生路口兩側 ,0,1,0,0,0,0,0,0,9,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:10,"22.995836,120.192703"
101,5,智慧停車,305,D00037,中華西路2段28巷(路邊停車格),1,中西區,中華西路二段至永華一街口(28巷全) ,0,11,0,0,0,0,0,0,13,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:10,"22.989797,120.187236"
102,5,智慧停車,306,D00038,中華東路-1(路邊停車格),1,中西區,小東路口-後甲圓環兩側 ,0,42,0,0,0,0,0,0,58,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:11,"22.997425,120.234469"
103,5,智慧停車,307,D00039,育樂街-1(路邊停車格),2,東區,青年路口-東寧路口西段 ,0,7,0,0,0,0,0,0,13,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:12,"22.992059,120.214555"
104,5,智慧停車,308,D00040,東榮街(路邊停車格),2,東區,青年路口-東寧路口西段 ,0,18,0,0,0,0,0,0,20,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:12,"22.991961,120.215456"
105,5,智慧停車,309,D00041,崇善路(路邊停車格),2,東區,林森路口-中華東路口兩側 ,0,28,0,0,0,0,0,0,47,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:13,"22.979740,120.224341"
106,5,智慧停車,310,D00042,安億路(路邊停車格）,5,安平區,永華路口-平豐路口兩側 ,0,199,0,0,0,0,0,0,210,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:16,"22.993946,120.159473"
107,5,智慧停車,311,D00043,光州路(路邊停車格),5,安平區,安億路至健康路口兩側,0,39,0,0,0,0,0,0,39,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:17,"22.989703,120.160142"
108,5,智慧停車,312,D00044,後甲二路(路邊停車格),2,東區,自平實路至後甲三路間,0,92,0,0,0,0,0,0,92,0,0,0,0,0,08:00~22:00,每小時20元,2022-11-26 16:05:18,"22.992940,120.236971"
109,3,民營停車場,314,B00017,竑穗東興停車場,2,東區,台南市東區東興路53號,0,24,0,0,0,0,0,0,48,0,0,0,0,0,,,2022-11-21 13:42:02,"22.991172,120.228743"
110,3,民營停車場,315,B00018,竑穗華平二站停車場,5,安平區,台南市安平區華平路515號旁,0,13,0,0,0,0,0,0,23,0,0,0,0,0,,,2022-11-21 13:42:02,"22.994104,120.175425"
111,3,民營停車場,316,B00019,城市車旅focus停車場,1,中西區,台南市中西區中山路166號,0,89,0,0,0,0,0,0,144,0,0,0,0,0,,,2022-11-26 16:06:02,"22.995650,120.210069"
112,3,民營停車場,317,B00020,城市車旅健康停車場,3,南區,台南市南區健康路二段198巷17號旁,0,9,0,0,0,0,0,0,25,0,0,0,0,0,,,2022-11-21 13:42:02,"22.982069,120.192122"
113,3,民營停車場,318,B00021,城市車旅永福停車場,3,南區,台南市南區健康路一段369號旁,0,19,0,0,0,0,0,0,36,0,0,0,0,0,,,2022-11-21 13:42:02,"22.981289,120.200072"
114,3,民營停車場,319,B00022,城市車旅家樂福新仁店停車場,14,仁德區,台南市仁德區大同路三段755號,0,556,0,0,0,0,0,0,731,0,0,0,401,0,,,2022-11-26 16:06:02,"22.946223,120.220602"
115,2,公有收費停車場,329,A01461,臺鐵南科車站東側停車場(汽車),33,善化區,西拉雅大道與南科火車站善新西路交叉路口,0,0,0,0,0,15,0,0,62,1,1,1,236,4,00:00-24:00,"汽車每半小時10元當日最高上限160元,機車每小時10元當日最高上限30元",2022-11-26 16:02:34,"23.107966,120.302103"
116,2,公有收費停車場,330,A01471,臺鐵南科車站西側停車場(汽車),33,善化區,西拉雅大道與南科火車站交叉路口,0,4,0,0,0,99,0,0,21,1,1,1,290,6,00:00-24:00,汽車每半小時10元當日最高上限100元機車每小時10元當日最高上限30元,2022-11-26 16:06:04,"23.107982,120.302714"
117,2,公有收費停車場,331,A01481,富中街停車場,36,新市區,富中街與民生路交叉路口,0,111,0,0,0,0,0,0,122,2,3,2,0,0,00:00-24:00,每半小時10元當日最高上限100元,2022-02-21 23:09:10,"23.079851,120.288075"
118,2,公有收費停車場,332,A01491,富安三街停車場,36,新市區,富安三街與富安路交叉路口,0,97,0,0,0,0,0,0,175,3,3,2,0,0,00:00-24:00,每半小時10元當日最高上限100元,2022-11-15 15:14:14,"23.081723,120.288867"
119,2,公有收費停車場,333,A01501,明大停車場,36,新市區,信義街與綠園一街交叉路口,0,13,0,0,0,0,0,0,27,1,1,1,0,0,00:00-24:00,每半小時10元當日最高上限100元,2022-11-26 16:02:31,"23.073274,120.289969"
120,2,公有收費停車場,334,A01511,億載公園停車場,5,安平區,永華路2段與光州路路口西南側,0,89,0,0,0,0,0,0,92,0,0,0,0,0,營業時間(自行輸入),收費金額(自行輸入),2022-11-26 16:02:56,"22.991168,120.159479"
121,2,公有收費停車場,335,A01521,水景停車場,5,安平區,安北路水景公園旁,0,1,0,0,0,0,0,0,137,0,0,0,0,0,營業時間(自行輸入),收費金額(自行輸入),2022-11-26 16:05:08,"22.999175,120.157886"
122,2,公有收費停車場,336,A01531,港濱停車場(第一區),5,安平區,台南市安平區平豐安億路口,0,3,0,0,0,0,0,0,22,0,0,0,0,0,營業時間(自行輸入),收費金額(自行輸入),2022-11-26 16:05:51,"22.994969,120.163416"
123,2,公有收費停車場,337,A01541,港濱停車場(第二區),5,安平區,台南市安平區安億路,0,21,0,0,0,0,0,0,38,0,0,0,0,0,營業時間(自行輸入),收費金額(自行輸入),2022-11-26 16:06:22,"22.993735,120.158557"
124,2,公有收費停車場,338,A01551,林默娘停車場,5,安平區,708台南市安平區林默娘公園旁,0,126,0,0,0,0,0,0,183,0,0,0,0,0,營業時間(自行輸入),收費金額(自行輸入),2022-11-26 16:04:08,"22.992914,120.157155"
125,2,公有收費停車場,339,A01561,LM陽光電城停車場,36,新市區,台南市新市區龍目井路北側,0,75,0,0,0,0,0,0,101,0,0,0,0,0,,,2022-11-26 16:06:03,"23.109646,120.306574"
126,2,公有收費停車場,340,A01571,復興路停車場,7,永康區,710台南市永康區復興路172號旁,0,8,0,0,0,0,0,0,23,0,0,0,0,0,,,2022-11-26 16:06:02,"22.998839,120.244329"
127,2,公有收費停車場,341,A01581,復華一街停車場,7,永康區,復華一街與復華一街19巷路口處,0,21,0,0,0,0,0,0,55,0,0,0,0,0,,,2022-11-26 16:06:02,"23.005201,120.245162"
128,3,民營停車場,342,A01591,台南機場地下停車場,3,南區,台南市南區機場路775號地下一樓,0,48,0,0,0,0,0,0,114,3,3,0,0,0,,,2022-11-26 16:06:03,"22.948141,120.216186"
129,2,公有收費停車場,343,A01601,臺鐵南科車站西側(第二區)停車場,33,善化區,台南市善化區西拉雅大道橋下與善新西路旁(善化段2195-22號),0,25,0,0,0,0,0,0,33,0,0,0,0,0,,,2022-11-26 16:06:03,"23.107950,120.301600"
130,3,民營停車場,346,B00023,城市車旅國泰置地,1,中西區,台南市中西區永福路一段189號,0,552,0,0,0,219,0,0,971,0,0,0,908,0,,,2022-11-26 16:06:02,"22.988174,120.199729"
131,3,民營停車場,350,B00027,城市車旅兵仔市站,7,永康區,台南市永康區中華路181號旁,0,24,0,0,0,0,0,0,74,0,0,0,0,0,,,2022-11-26 16:06:02,"23.004137,120.235229"
132,3,民營停車場,351,B00028,城市車旅家樂福安平站,1,中西區,台南市中西區中華西路二段16號,0,452,0,0,0,0,0,0,595,0,0,0,0,0,,,2022-11-26 16:06:02,"22.988440,120.187175"
133,2,公有收費停車場,352,A01621,廣二機車停車場,2,東區,臺南市東區中華東路三段380巷西側,0,374,0,0,0,0,0,0,389,0,0,0,0,0,24小時,計次20元,2022-11-26 16:07:04,"22.974413,120.220020"
134,2,公有收費停車場,353,A01631,開南街停車場,4,北區,台南市北區開南街3號對面,0,19,0,0,0,0,0,0,60,0,0,0,0,0,,,2022-11-26 16:06:02,"23.008116,120.222377"
135,2,公有收費停車場,356,A01661,友愛街機車停車場,1,中西區,台南市中西區友愛街9號,0,70,0,0,0,0,0,0,103,0,0,0,0,0,,,2022-11-26 16:02:57,"22.9910136,120.2057289"
136,2,公有收費停車場,359,A01691,目加溜灣橋下停車場,33,善化區,台南市善化區目加溜灣大道與善新西路交叉路口,0,52,0,0,0,0,0,0,67,0,0,0,0,0,,,2022-11-26 16:06:03,"23.119193,120.304970"
137,2,公有收費停車場,360,A01701,南瀛綠都心公園地下停車場,25,新營區,臺南市新營區中正路23-1號B1,0,77,0,0,0,0,0,0,295,0,0,0,0,0,24小時,收費金額,2022-11-26 16:06:53,"23.30978, 120.31604"
138,2,公有收費停車場,361,A01711,大宏社區公園停車場,25,新營區,台南市新營區三民段1地號,0,11,0,0,0,0,0,0,27,0,0,0,0,0,24小時,收費金額,2022-11-26 16:04:28,"23.307919,120.316662"
139,2,公有收費停車場,368,A01721,平實公園地下停車場,2,東區,台南市東區平實路101號,0,81,0,0,0,0,0,0,226,0,0,0,0,0,,,2022-11-26 16:06:58,"22.992785,120.236534"
